order_id,customer_id,stock_id,order_date,order_time,order_type,order_mode,exchange,quantity,price_per_unit,gross_amount,brokerage_fee,tax_amount,net_amount,order_status,payment_id
32322,4901,87,2023-09-20,09:19:44,SELL,Market,NSE,283,220.47,62393.01,18.72,62.39,62474.12,COMPLETED,532322
86625,688,208,2023-09-20,09:21:51,BUY,Market,NSE,191,1859.97,355254.27,20.0,355.25,355629.52,CANCELLED,
1322,1616,81,2023-09-20,09:24:19,SELL,Market,BSE,428,278.79,119322.12,20.0,119.32,119461.44,COMPLETED,501322
64092,4613,286,2023-09-20,09:29:45,BUY,Market,NSE,325,2498.6,812045.0,20.0,812.04,812877.04,COMPLETED,564092
65331,1674,30,2023-09-20,09:36:41,SELL,Market,NSE,187,3270.99,611675.13,20.0,611.68,612306.81,COMPLETED,565331
21621,783,7,2023-09-20,09:37:22,BUY,Market,BSE,83,418.59,34742.97,10.42,34.74,34788.13,COMPLETED,521621
64079,4185,17,2023-09-20,09:40:58,SELL,Limit,NSE,47,4007.41,188348.27,20.0,188.35,188556.62,COMPLETED,564079
88964,2534,232,2023-09-20,09:41:17,BUY,Market,NSE,472,1283.26,605698.72,20.0,605.7,606324.42,COMPLETED,588964
99870,1356,223,2023-09-20,09:53:28,SELL,Limit,BSE,296,664.65,196736.4,20.0,196.74,196953.14,COMPLETED,599870
94377,2785,118,2023-09-20,09:54:04,BUY,Market,BSE,217,938.35,203621.95,20.0,203.62,203845.57,COMPLETED,594377
51184,445,129,2023-09-20,09:55:16,SELL,Market,BSE,122,2769.47,337875.34,20.0,337.88,338233.22,COMPLETED,551184
49441,721,72,2023-09-20,09:59:04,SELL,Market,BSE,66,1143.46,75468.36,20.0,75.47,75563.83,COMPLETED,549441
8738,4315,75,2023-09-20,10:00:49,BUY,Market,NSE,25,1731.14,43278.5,12.98,43.28,43334.76,COMPLETED,508738
15545,4194,89,2023-09-20,10:09:44,SELL,Market,NSE,401,2946.06,1181370.06,20.0,1181.37,1182571.43,COMPLETED,515545
60845,2124,10,2023-09-20,10:12:37,SELL,Market,BSE,424,692.61,293666.64,20.0,293.67,293980.31,COMPLETED,560845
15131,1998,207,2023-09-20,10:13:00,BUY,Limit,BSE,165,1709.81,282118.65,20.0,282.12,282420.77,COMPLETED,515131
81143,3955,122,2023-09-20,10:13:59,BUY,Limit,BSE,160,298.03,47684.8,14.31,47.68,47746.79,COMPLETED,581143
73510,152,47,2023-09-20,10:14:16,BUY,Limit,BSE,49,2200.54,107826.46,20.0,107.83,107954.29,COMPLETED,573510
82559,1389,124,2023-09-20,10:19:38,SELL,Stop-Loss,BSE,215,3308.03,711226.45,20.0,711.23,711957.68,CANCELLED,
37346,4464,100,2023-09-20,10:20:05,BUY,Stop-Loss,BSE,173,2263.81,391639.13,20.0,391.64,392050.77,COMPLETED,537346
82950,227,152,2023-09-20,10:24:37,BUY,Market,BSE,168,2078.76,349231.68,20.0,349.23,349600.91,COMPLETED,582950
9715,3885,242,2023-09-20,10:27:38,SELL,Limit,NSE,455,1995.31,907866.05,20.0,907.87,908793.92,COMPLETED,509715
46059,882,106,2023-09-20,10:32:44,BUY,Stop-Loss,NSE,53,2773.21,146980.13,20.0,146.98,147147.11,COMPLETED,546059
6774,65,59,2023-09-20,10:34:04,SELL,Market,BSE,455,3231.57,1470364.35,20.0,1470.36,1471854.71,COMPLETED,506774
37871,1616,286,2023-09-20,10:34:35,SELL,Market,NSE,71,2501.52,177607.92,20.0,177.61,177805.53,COMPLETED,537871
14991,4322,145,2023-09-20,10:37:27,BUY,Market,NSE,273,2581.78,704825.94,20.0,704.83,705550.77,COMPLETED,514991
96675,1347,298,2023-09-20,10:38:45,BUY,Market,BSE,386,560.03,216171.58,20.0,216.17,216407.75,COMPLETED,596675
8809,3543,213,2023-09-20,10:41:14,BUY,Market,NSE,489,1209.03,591215.67,20.0,591.22,591826.89,COMPLETED,508809
93222,346,171,2023-09-20,10:42:23,SELL,Limit,NSE,63,2174.69,137005.47,20.0,137.01,137162.48,COMPLETED,593222
97927,1369,87,2023-09-20,10:43:26,SELL,Stop-Loss,NSE,108,216.02,23330.16,7.0,23.33,23360.49,COMPLETED,597927
76087,4935,31,2023-09-20,10:46:12,SELL,Market,NSE,209,3827.66,799980.94,20.0,799.98,800800.92,COMPLETED,576087
84695,2609,36,2023-09-20,10:46:34,BUY,Market,NSE,415,3374.96,1400608.4,20.0,1400.61,1402029.01,COMPLETED,584695
91063,3647,192,2023-09-20,10:48:55,SELL,Market,NSE,427,1724.76,736472.52,20.0,736.47,737228.99,COMPLETED,591063
78500,905,194,2023-09-20,10:51:38,BUY,Market,BSE,449,636.67,285864.83,20.0,285.86,286170.69,COMPLETED,578500
1701,2485,89,2023-09-20,10:57:37,BUY,Market,NSE,406,2777.14,1127518.84,20.0,1127.52,1128666.36,COMPLETED,501701
89882,4334,11,2023-09-20,11:01:08,SELL,Market,BSE,405,2089.23,846138.15,20.0,846.14,847004.29,COMPLETED,589882
53471,1381,185,2023-09-20,11:01:49,BUY,Limit,NSE,46,1082.41,49790.86,14.94,49.79,49855.59,COMPLETED,553471
73184,1295,182,2023-09-20,11:05:26,BUY,Limit,BSE,229,2518.68,576777.72,20.0,576.78,577374.5,COMPLETED,573184
81865,3557,233,2023-09-20,11:06:04,BUY,Market,NSE,135,531.41,71740.35,20.0,71.74,71832.09,COMPLETED,581865
77275,3142,117,2023-09-20,11:08:07,BUY,Limit,NSE,385,958.16,368891.6,20.0,368.89,369280.49,COMPLETED,577275
24280,4099,130,2023-09-20,11:09:56,SELL,Limit,NSE,110,805.2,88572.0,20.0,88.57,88680.57,COMPLETED,524280
79706,4390,101,2023-09-20,11:10:38,SELL,Limit,NSE,349,414.61,144698.89,20.0,144.7,144863.59,COMPLETED,579706
6554,1764,120,2023-09-20,11:11:37,BUY,Market,BSE,91,2728.37,248281.67,20.0,248.28,248549.95,PENDING,
34815,1941,87,2023-09-20,11:17:34,SELL,Market,NSE,8,216.22,1729.76,5.0,1.73,1736.49,COMPLETED,534815
20446,3207,193,2023-09-20,11:25:32,SELL,Market,NSE,130,2851.57,370704.1,20.0,370.7,371094.8,COMPLETED,520446
44848,4932,250,2023-09-20,11:34:54,BUY,Limit,BSE,447,2219.16,991964.52,20.0,991.96,992976.48,COMPLETED,544848
87055,1713,13,2023-09-20,11:35:24,SELL,Limit,BSE,170,2227.25,378632.5,20.0,378.63,379031.13,COMPLETED,587055
25012,2485,135,2023-09-20,11:35:41,SELL,Market,NSE,443,3152.36,1396495.48,20.0,1396.5,1397911.98,COMPLETED,525012
48820,2367,153,2023-09-20,11:36:53,BUY,Limit,NSE,434,49.14,21326.76,6.4,21.33,21354.49,COMPLETED,548820
31496,2609,244,2023-09-20,11:37:27,BUY,Market,NSE,166,1104.91,183415.06,20.0,183.42,183618.48,COMPLETED,531496
29209,4543,194,2023-09-20,11:40:07,SELL,Limit,BSE,203,630.62,128015.86,20.0,128.02,128163.88,COMPLETED,529209
28806,2609,179,2023-09-20,11:54:00,BUY,Stop-Loss,BSE,173,3571.59,617885.07,20.0,617.89,618522.96,COMPLETED,528806
98366,3885,200,2023-09-20,12:00:32,BUY,Limit,BSE,66,372.54,24587.64,7.38,24.59,24619.61,COMPLETED,598366
76986,827,51,2023-09-20,12:01:59,SELL,Limit,BSE,424,2719.82,1153203.68,20.0,1153.2,1154376.88,COMPLETED,576986
88594,239,215,2023-09-20,12:05:18,BUY,Market,BSE,49,1670.8,81869.2,20.0,81.87,81971.07,PENDING,
32501,1381,70,2023-09-20,12:06:11,SELL,Market,NSE,46,3099.28,142566.88,20.0,142.57,142729.45,COMPLETED,532501
42688,256,282,2023-09-20,12:10:03,BUY,Stop-Loss,NSE,126,3720.59,468794.34,20.0,468.79,469283.13,COMPLETED,542688
35492,190,298,2023-09-20,12:10:39,BUY,Market,BSE,255,542.79,138411.45,20.0,138.41,138569.86,COMPLETED,535492
42500,874,156,2023-09-20,12:11:59,BUY,Market,NSE,348,516.93,179891.64,20.0,179.89,180091.53,COMPLETED,542500
98483,4974,288,2023-09-20,12:14:16,BUY,Market,NSE,268,721.62,193394.16,20.0,193.39,193607.55,COMPLETED,598483
48852,4995,77,2023-09-20,12:19:36,BUY,Limit,NSE,27,2408.9,65040.3,19.51,65.04,65124.85,COMPLETED,548852
82109,4454,161,2023-09-20,12:22:21,SELL,Limit,NSE,471,2614.76,1231551.96,20.0,1231.55,1232803.51,COMPLETED,582109
89707,1740,217,2023-09-20,12:24:57,SELL,Stop-Loss,NSE,370,3881.16,1436029.2,20.0,1436.03,1437485.23,COMPLETED,589707
50608,1821,95,2023-09-20,12:25:42,BUY,Market,NSE,276,3331.68,919543.68,20.0,919.54,920483.22,COMPLETED,550608
8403,1870,93,2023-09-20,12:25:48,SELL,Market,BSE,156,3402.09,530726.04,20.0,530.73,531276.77,COMPLETED,508403
4787,1328,174,2023-09-20,12:26:00,BUY,Market,NSE,367,2248.93,825357.31,20.0,825.36,826202.67,COMPLETED,504787
5282,3830,168,2023-09-20,12:32:53,SELL,Limit,BSE,370,3666.42,1356575.4,20.0,1356.58,1357951.98,COMPLETED,505282
52172,493,206,2023-09-20,12:32:54,BUY,Limit,BSE,176,2079.18,365935.68,20.0,365.94,366321.62,PENDING,
60557,3701,150,2023-09-20,12:34:47,BUY,Market,NSE,15,1096.61,16449.15,5.0,16.45,16470.6,COMPLETED,560557
71759,2438,261,2023-09-20,12:36:35,BUY,Limit,NSE,159,3251.19,516939.21,20.0,516.94,517476.15,COMPLETED,571759
88297,4464,158,2023-09-20,12:37:43,SELL,Market,NSE,210,454.56,95457.6,20.0,95.46,95573.06,COMPLETED,588297
55319,1815,263,2023-09-20,12:41:07,SELL,Market,BSE,426,2793.79,1190154.54,20.0,1190.15,1191364.69,COMPLETED,555319
71594,3550,205,2023-09-20,12:43:08,BUY,Stop-Loss,BSE,280,3550.88,994246.4,20.0,994.25,995260.65,COMPLETED,571594
74659,2311,292,2023-09-20,12:49:12,BUY,Market,NSE,309,3511.09,1084926.81,20.0,1084.93,1086031.74,COMPLETED,574659
77822,1965,101,2023-09-20,12:50:42,SELL,Limit,NSE,485,427.14,207162.9,20.0,207.16,207390.06,COMPLETED,577822
9192,135,44,2023-09-20,12:54:46,BUY,Market,NSE,45,2896.43,130339.35,20.0,130.34,130489.69,CANCELLED,
27527,400,79,2023-09-20,12:58:34,BUY,Limit,NSE,56,348.01,19488.56,5.85,19.49,19513.9,COMPLETED,527527
58530,3830,17,2023-09-20,13:00:20,SELL,Market,NSE,128,4035.58,516554.24,20.0,516.55,517090.79,COMPLETED,558530
91067,2622,275,2023-09-20,13:04:24,SELL,Limit,NSE,67,2325.17,155786.39,20.0,155.79,155962.18,COMPLETED,591067
11854,3208,2,2023-09-20,13:04:38,BUY,Limit,NSE,351,3976.13,1395621.63,20.0,1395.62,1397037.25,COMPLETED,511854
25528,4307,60,2023-09-20,13:08:54,SELL,Market,NSE,261,943.14,246159.54,20.0,246.16,246425.7,COMPLETED,525528
81932,1588,87,2023-09-20,13:09:34,SELL,Market,NSE,248,199.71,49528.08,14.86,49.53,49592.47,COMPLETED,581932
78969,4047,298,2023-09-20,13:14:00,SELL,Limit,BSE,405,525.37,212774.85,20.0,212.77,213007.62,COMPLETED,578969
40497,3550,137,2023-09-20,13:14:11,SELL,Market,BSE,388,337.08,130787.04,20.0,130.79,130937.83,COMPLETED,540497
44154,803,35,2023-09-20,13:14:30,BUY,Limit,NSE,229,1165.53,266906.37,20.0,266.91,267193.28,COMPLETED,544154
15747,3550,148,2023-09-20,13:14:44,SELL,Limit,BSE,158,1584.13,250292.54,20.0,250.29,250562.83,COMPLETED,515747
57634,404,58,2023-09-20,13:17:59,BUY,Limit,NSE,335,3804.71,1274577.85,20.0,1274.58,1275872.43,COMPLETED,557634
76234,2134,297,2023-09-20,13:18:22,BUY,Market,NSE,159,2887.79,459158.61,20.0,459.16,459637.77,COMPLETED,576234
56896,3207,239,2023-09-20,13:18:24,BUY,Market,NSE,98,2444.28,239539.44,20.0,239.54,239798.98,COMPLETED,556896
38639,1821,34,2023-09-20,13:21:58,SELL,Market,NSE,490,1849.04,906029.6,20.0,906.03,906955.63,COMPLETED,538639
88961,447,198,2023-09-20,13:24:42,BUY,Limit,NSE,495,113.77,56316.15,16.89,56.32,56389.36,COMPLETED,588961
75816,2174,134,2023-09-20,13:25:07,BUY,Limit,NSE,105,3583.31,376247.55,20.0,376.25,376643.8,COMPLETED,575816
13683,3550,235,2023-09-20,13:25:25,BUY,Market,NSE,126,3984.37,502030.62,20.0,502.03,502552.65,COMPLETED,513683
1678,1106,281,2023-09-20,13:32:08,BUY,Stop-Loss,BSE,363,1128.78,409747.14,20.0,409.75,410176.89,COMPLETED,501678
69619,4814,224,2023-09-20,13:37:41,SELL,Market,NSE,25,3554.6,88865.0,20.0,88.86,88973.86,COMPLETED,569619
76148,4111,255,2023-09-20,13:39:39,SELL,Market,NSE,31,1819.83,56414.73,16.92,56.41,56488.06,COMPLETED,576148
42231,4283,210,2023-09-20,13:40:44,BUY,Market,BSE,22,951.67,20936.74,6.28,20.94,20963.96,COMPLETED,542231
26588,4843,259,2023-09-20,13:45:07,SELL,Market,NSE,68,1276.77,86820.36,20.0,86.82,86927.18,COMPLETED,526588
26384,3550,20,2023-09-20,13:48:48,BUY,Market,BSE,153,1619.03,247711.59,20.0,247.71,247979.3,COMPLETED,526384
91972,1328,257,2023-09-20,13:51:43,SELL,Limit,NSE,413,3493.2,1442691.6,20.0,1442.69,1444154.29,CANCELLED,
25433,1677,24,2023-09-20,13:52:12,SELL,Market,NSE,334,2602.53,869245.02,20.0,869.25,870134.27,COMPLETED,525433
81342,2464,169,2023-09-20,13:54:52,BUY,Market,BSE,442,3858.97,1705664.74,20.0,1705.66,1707390.4,COMPLETED,581342
19019,697,235,2023-09-20,13:55:50,BUY,Market,NSE,347,4039.23,1401612.81,20.0,1401.61,1403034.42,COMPLETED,519019
32780,3550,268,2023-09-20,13:57:05,BUY,Limit,NSE,377,1398.62,527279.74,20.0,527.28,527827.02,COMPLETED,532780
1677,1821,194,2023-09-20,13:58:50,BUY,Market,BSE,218,625.52,136363.36,20.0,136.36,136519.72,COMPLETED,501677
12453,1742,231,2023-09-20,14:05:42,BUY,Market,NSE,218,2378.09,518423.62,20.0,518.42,518962.04,CANCELLED,
15231,1444,119,2023-09-20,14:09:00,SELL,Limit,BSE,462,1816.73,839329.26,20.0,839.33,840188.59,COMPLETED,515231
19012,2247,114,2023-09-20,14:09:08,BUY,Limit,NSE,435,3332.08,1449454.8,20.0,1449.45,1450924.25,COMPLETED,519012
88778,2609,207,2023-09-20,14:09:28,BUY,Limit,BSE,334,1739.23,580902.82,20.0,580.9,581503.72,COMPLETED,588778
72032,4185,273,2023-09-20,14:13:27,SELL,Market,BSE,442,100.26,44314.92,13.29,44.31,44372.52,COMPLETED,572032
54201,4577,117,2023-09-20,14:13:38,SELL,Market,NSE,391,906.93,354609.63,20.0,354.61,354984.24,COMPLETED,554201
37386,4063,199,2023-09-20,14:18:51,SELL,Limit,NSE,280,228.86,64080.8,19.22,64.08,64164.1,COMPLETED,537386
42933,1389,285,2023-09-20,14:19:19,SELL,Limit,NSE,183,1266.47,231764.01,20.0,231.76,232015.77,COMPLETED,542933
56399,4185,165,2023-09-20,14:22:27,BUY,Market,NSE,485,2787.02,1351704.7,20.0,1351.7,1353076.4,CANCELLED,
58630,189,85,2023-09-20,14:26:19,SELL,Market,BSE,430,2098.35,902290.5,20.0,902.29,903212.79,COMPLETED,558630
85530,3648,198,2023-09-20,14:39:16,SELL,Stop-Loss,NSE,375,120.91,45341.25,13.6,45.34,45400.19,COMPLETED,585530
60398,3207,46,2023-09-20,14:44:52,BUY,Market,BSE,158,2407.21,380339.18,20.0,380.34,380739.52,COMPLETED,560398
45741,1089,141,2023-09-20,14:47:15,BUY,Limit,NSE,160,2633.24,421318.4,20.0,421.32,421759.72,COMPLETED,545741
54444,1947,66,2023-09-20,14:50:03,BUY,Market,BSE,218,3737.54,814783.72,20.0,814.78,815618.5,COMPLETED,554444
2834,833,300,2023-09-20,14:51:14,SELL,Market,NSE,163,928.7,151378.1,20.0,151.38,151549.48,COMPLETED,502834
20452,1389,128,2023-09-20,14:53:32,BUY,Limit,NSE,142,2277.77,323443.34,20.0,323.44,323786.78,COMPLETED,520452
72535,574,122,2023-09-20,14:55:38,BUY,Market,BSE,302,296.94,89675.88,20.0,89.68,89785.56,COMPLETED,572535
1570,3146,156,2023-09-20,14:57:53,SELL,Market,NSE,209,506.62,105883.58,20.0,105.88,106009.46,COMPLETED,501570
27423,3439,135,2023-09-20,14:58:55,SELL,Limit,NSE,107,3242.18,346913.26,20.0,346.91,347280.17,COMPLETED,527423
82556,1694,277,2023-09-21,09:00:02,SELL,Limit,BSE,214,1362.65,291607.1,20.0,291.61,291918.71,COMPLETED,582556
91187,292,183,2023-09-21,09:00:13,SELL,Market,NSE,313,2396.7,750167.1,20.0,750.17,750937.27,COMPLETED,591187
46215,2714,139,2023-09-21,09:03:04,SELL,Market,BSE,396,1371.69,543189.24,20.0,543.19,543752.43,COMPLETED,546215
85254,4590,141,2023-09-21,09:05:35,BUY,Limit,NSE,16,2609.27,41748.32,12.52,41.75,41802.59,COMPLETED,585254
52004,1833,75,2023-09-21,09:09:56,BUY,Limit,NSE,249,1751.85,436210.65,20.0,436.21,436666.86,COMPLETED,552004
3877,4540,30,2023-09-21,09:14:30,SELL,Limit,NSE,12,3194.11,38329.32,11.5,38.33,38379.15,COMPLETED,503877
35566,2444,57,2023-09-21,09:14:53,BUY,Stop-Loss,BSE,463,607.65,281341.95,20.0,281.34,281643.29,COMPLETED,535566
57601,2406,180,2023-09-21,09:15:18,BUY,Limit,BSE,214,913.93,195581.02,20.0,195.58,195796.6,PENDING,
97162,4079,298,2023-09-21,09:18:14,SELL,Limit,BSE,114,540.17,61579.38,18.47,61.58,61659.43,COMPLETED,597162
35353,2322,87,2023-09-21,09:26:08,BUY,Limit,NSE,359,210.43,75544.37,20.0,75.54,75639.91,COMPLETED,535353
71937,1361,128,2023-09-21,09:26:23,BUY,Market,NSE,64,2240.05,143363.2,20.0,143.36,143526.56,COMPLETED,571937
90135,3550,237,2023-09-21,09:32:15,BUY,Market,NSE,366,2893.6,1059057.6,20.0,1059.06,1060136.66,COMPLETED,590135
20340,1185,290,2023-09-21,09:36:01,SELL,Market,NSE,489,534.12,261184.68,20.0,261.18,261465.86,COMPLETED,520340
21260,2759,27,2023-09-21,09:42:36,SELL,Market,NSE,239,3344.32,799292.48,20.0,799.29,800111.77,FAILED,
56011,1297,281,2023-09-21,09:43:54,BUY,Market,BSE,463,1101.7,510087.1,20.0,510.09,510617.19,COMPLETED,556011
63041,1401,5,2023-09-21,09:46:24,BUY,Limit,BSE,217,2990.42,648921.14,20.0,648.92,649590.06,COMPLETED,563041
97339,4975,47,2023-09-21,09:46:47,SELL,Limit,BSE,102,2424.39,247287.78,20.0,247.29,247555.07,COMPLETED,597339
27242,227,124,2023-09-21,09:48:06,BUY,Limit,BSE,104,3213.95,334250.8,20.0,334.25,334605.05,COMPLETED,527242
5873,2164,29,2023-09-21,09:50:10,BUY,Market,NSE,497,2904.69,1443630.93,20.0,1443.63,1445094.56,COMPLETED,505873
728,2223,162,2023-09-21,09:52:43,SELL,Market,BSE,376,3772.64,1418512.64,20.0,1418.51,1419951.15,COMPLETED,500728
32250,3550,222,2023-09-21,09:54:14,SELL,Stop-Loss,BSE,173,3703.61,640724.53,20.0,640.72,641385.25,CANCELLED,
36547,498,278,2023-09-21,09:54:53,SELL,Limit,BSE,90,1278.41,115056.9,20.0,115.06,115191.96,COMPLETED,536547
87130,4610,244,2023-09-21,09:57:18,SELL,Market,NSE,189,1132.91,214119.99,20.0,214.12,214354.11,COMPLETED,587130
57218,910,171,2023-09-21,09:59:46,SELL,Limit,NSE,350,2197.14,768999.0,20.0,769.0,769788.0,COMPLETED,557218
2089,2023,111,2023-09-21,10:02:57,BUY,Market,BSE,48,976.09,46852.32,14.06,46.85,46913.23,FAILED,
44354,1328,126,2023-09-21,10:04:21,BUY,Limit,NSE,471,2653.66,1249873.86,20.0,1249.87,1251143.73,COMPLETED,544354
63213,3117,298,2023-09-21,10:04:42,SELL,Market,BSE,139,512.04,71173.56,20.0,71.17,71264.73,COMPLETED,563213
33055,456,88,2023-09-21,10:06:29,SELL,Stop-Loss,NSE,174,869.87,151357.38,20.0,151.36,151528.74,COMPLETED,533055
99107,69,282,2023-09-21,10:06:52,BUY,Market,NSE,406,3767.54,1529621.24,20.0,1529.62,1531170.86,COMPLETED,599107
63289,1195,192,2023-09-21,10:08:56,BUY,Limit,NSE,220,1723.62,379196.4,20.0,379.2,379595.6,COMPLETED,563289
22359,115,30,2023-09-21,10:11:19,SELL,Limit,NSE,171,3338.81,570936.51,20.0,570.94,571527.45,COMPLETED,522359
73281,472,259,2023-09-21,10:11:26,SELL,Market,NSE,393,1180.19,463814.67,20.0,463.81,464298.48,COMPLETED,573281
6652,1575,286,2023-09-21,10:14:30,SELL,Market,NSE,344,2546.57,876020.08,20.0,876.02,876916.1,COMPLETED,506652
4225,2712,201,2023-09-21,10:18:44,BUY,Limit,NSE,269,2622.5,705452.5,20.0,705.45,706177.95,COMPLETED,504225
6516,4582,197,2023-09-21,10:24:08,SELL,Market,BSE,128,423.45,54201.6,16.26,54.2,54272.06,COMPLETED,506516
32473,2031,99,2023-09-21,10:24:24,SELL,Limit,BSE,312,2803.56,874710.72,20.0,874.71,875605.43,COMPLETED,532473
28441,3931,296,2023-09-21,10:24:31,SELL,Market,NSE,331,1899.31,628671.61,20.0,628.67,629320.28,COMPLETED,528441
52880,1655,41,2023-09-21,10:31:12,SELL,Market,NSE,191,1060.39,202534.49,20.0,202.53,202757.02,COMPLETED,552880
50912,2687,269,2023-09-21,10:33:57,BUY,Market,NSE,257,1107.84,284714.88,20.0,284.71,285019.59,COMPLETED,550912
4093,2537,207,2023-09-21,10:35:00,BUY,Market,BSE,154,1615.2,248740.8,20.0,248.74,249009.54,COMPLETED,504093
16109,2445,60,2023-09-21,10:36:51,SELL,Market,NSE,139,914.35,127094.65,20.0,127.09,127241.74,COMPLETED,516109
45686,472,227,2023-09-21,10:39:11,BUY,Limit,NSE,356,3827.93,1362743.08,20.0,1362.74,1364125.82,COMPLETED,545686
92743,4315,132,2023-09-21,10:40:10,BUY,Market,NSE,158,2744.64,433653.12,20.0,433.65,434106.77,COMPLETED,592743
5296,3674,137,2023-09-21,10:45:27,SELL,Market,BSE,366,351.01,128469.66,20.0,128.47,128618.13,COMPLETED,505296
38943,4772,247,2023-09-21,10:46:13,BUY,Market,NSE,109,3235.78,352700.02,20.0,352.7,353072.72,COMPLETED,538943
70924,2472,132,2023-09-21,10:46:18,BUY,Market,NSE,454,2712.87,1231642.98,20.0,1231.64,1232894.62,COMPLETED,570924
85278,2968,146,2023-09-21,10:46:19,BUY,Market,NSE,77,2631.67,202638.59,20.0,202.64,202861.23,COMPLETED,585278
90068,2001,21,2023-09-21,10:46:24,BUY,Market,BSE,477,1197.98,571436.46,20.0,571.44,572027.9,COMPLETED,590068
92652,1051,205,2023-09-21,10:49:32,BUY,Market,BSE,15,3229.04,48435.6,14.53,48.44,48498.57,COMPLETED,592652
70898,3548,37,2023-09-21,10:51:05,BUY,Market,BSE,147,3746.21,550692.87,20.0,550.69,551263.56,COMPLETED,570898
57183,3521,126,2023-09-21,10:54:46,BUY,Limit,NSE,156,2682.38,418451.28,20.0,418.45,418889.73,COMPLETED,557183
80439,888,180,2023-09-21,10:56:26,SELL,Limit,BSE,189,931.66,176083.74,20.0,176.08,176279.82,COMPLETED,580439
57810,1850,269,2023-09-21,11:04:59,BUY,Market,NSE,193,1082.43,208908.99,20.0,208.91,209137.9,COMPLETED,557810
32720,4368,6,2023-09-21,11:07:34,BUY,Market,NSE,187,3157.19,590394.53,20.0,590.39,591004.92,COMPLETED,532720
4961,837,167,2023-09-21,11:16:09,BUY,Market,BSE,220,720.22,158448.4,20.0,158.45,158626.85,COMPLETED,504961
86312,3975,68,2023-09-21,11:17:12,SELL,Limit,NSE,332,545.05,180956.6,20.0,180.96,181157.56,COMPLETED,586312
4461,2704,291,2023-09-21,11:23:17,SELL,Market,BSE,215,1975.99,424837.85,20.0,424.84,425282.69,COMPLETED,504461
92482,1444,73,2023-09-21,11:23:41,SELL,Market,BSE,499,932.72,465427.28,20.0,465.43,465912.71,COMPLETED,592482
69092,1513,77,2023-09-21,11:24:54,SELL,Market,NSE,331,2303.94,762604.14,20.0,762.6,763386.74,COMPLETED,569092
35976,31,261,2023-09-21,11:29:14,BUY,Stop-Loss,NSE,78,3232.09,252103.02,20.0,252.1,252375.12,COMPLETED,535976
83746,4297,72,2023-09-21,11:29:34,SELL,Limit,BSE,94,1131.89,106397.66,20.0,106.4,106524.06,COMPLETED,583746
22269,1821,234,2023-09-21,11:29:45,SELL,Market,BSE,259,3668.42,950120.78,20.0,950.12,951090.9,COMPLETED,522269
89249,850,239,2023-09-21,11:31:49,BUY,Limit,NSE,340,2569.49,873626.6,20.0,873.63,874520.23,FAILED,
44877,1891,121,2023-09-21,11:34:29,SELL,Stop-Loss,NSE,130,2123.08,276000.4,20.0,276.0,276296.4,COMPLETED,544877
39372,3750,123,2023-09-21,11:36:20,BUY,Market,NSE,60,1925.51,115530.6,20.0,115.53,115666.13,COMPLETED,539372
97526,4592,104,2023-09-21,11:37:02,BUY,Limit,NSE,164,3662.44,600640.16,20.0,600.64,601260.8,COMPLETED,597526
2326,3207,291,2023-09-21,11:38:52,BUY,Market,BSE,67,1984.5,132961.5,20.0,132.96,133114.46,COMPLETED,502326
44259,227,34,2023-09-21,11:39:33,SELL,Stop-Loss,NSE,277,1800.11,498630.47,20.0,498.63,499149.1,COMPLETED,544259
94284,3013,277,2023-09-21,11:40:10,SELL,Limit,BSE,301,1383.36,416391.36,20.0,416.39,416827.75,COMPLETED,594284
24626,4089,179,2023-09-21,11:40:50,SELL,Market,BSE,164,3553.85,582831.4,20.0,582.83,583434.23,COMPLETED,524626
93470,1389,64,2023-09-21,11:44:28,SELL,Market,BSE,120,2580.58,309669.6,20.0,309.67,309999.27,COMPLETED,593470
79066,4092,225,2023-09-21,11:46:03,BUY,Limit,BSE,474,3044.83,1443249.42,20.0,1443.25,1444712.67,CANCELLED,
14644,1575,177,2023-09-21,11:46:04,SELL,Market,BSE,9,3258.85,29329.65,8.8,29.33,29367.78,COMPLETED,514644
51037,1885,83,2023-09-21,11:49:04,BUY,Limit,NSE,407,639.52,260284.64,20.0,260.28,260564.92,COMPLETED,551037
97267,1674,114,2023-09-21,11:50:21,SELL,Market,NSE,126,3298.18,415570.68,20.0,415.57,416006.25,COMPLETED,597267
57240,3828,251,2023-09-21,11:52:18,SELL,Limit,NSE,233,3819.73,889997.09,20.0,890.0,890907.09,COMPLETED,557240
9777,1507,73,2023-09-21,11:53:41,SELL,Market,BSE,326,910.91,296956.66,20.0,296.96,297273.62,CANCELLED,
40607,1861,94,2023-09-21,11:54:15,SELL,Market,NSE,103,2308.3,237754.9,20.0,237.75,238012.65,CANCELLED,
6785,4081,254,2023-09-21,11:55:21,BUY,Market,NSE,370,83.58,30924.6,9.28,30.92,30964.8,COMPLETED,506785
66208,3550,206,2023-09-21,11:58:10,BUY,Market,BSE,35,2024.56,70859.6,20.0,70.86,70950.46,COMPLETED,566208
93661,498,230,2023-09-21,11:59:31,BUY,Limit,BSE,118,1705.56,201256.08,20.0,201.26,201477.34,COMPLETED,593661
58965,3550,209,2023-09-21,12:05:47,SELL,Stop-Loss,NSE,91,435.85,39662.35,11.9,39.66,39713.91,COMPLETED,558965
