payment_id,order_id,customer_id,payment_date,payment_amount,payment_method,payment_status,transaction_ref
595303,95303,1886,2023-11-10,55060.23,Net Banking,SUCCESS,TXN2611210077
502564,2564,788,2023-11-09,1037565.72,NEFT/RTGS,SUCCESS,TXN4184665406
507082,7082,1469,2023-11-09,1180013.15,UPI,FAILED,TXN3214066379
529436,29436,3550,2023-11-09,12056.24,Debit Card,SUCCESS,TXN2527128493
570401,70401,2912,2023-11-09,136047.17,Wallet,SUCCESS,TXN7456724297
545957,45957,3888,2023-11-09,1203864.62,NEFT/RTGS,SUCCESS,TXN1070765380
593915,93915,280,2023-11-10,133842.51,Wallet,SUCCESS,TXN5728287473
575678,75678,539,2023-11-10,70122.45,UPI,SUCCESS,TXN4936087992
559823,59823,2574,2023-11-09,833937.0,NEFT/RTGS,SUCCESS,TXN4016721635
503659,3659,905,2023-11-09,1576586.08,Wallet,SUCCESS,TXN5123642792
530401,30401,4047,2023-11-09,194727.29,UPI,SUCCESS,TXN3459537456
506507,6507,3177,2023-11-10,57859.35,UPI,SUCCESS,TXN1545567430
561662,61662,1021,2023-11-10,152249.52,Debit Card,SUCCESS,TXN7046818650
504544,4544,227,2023-11-09,460301.16,NEFT/RTGS,SUCCESS,TXN4064649620
510314,10314,2334,2023-11-09,1224180.04,Wallet,SUCCESS,TXN4216591612
514751,14751,4935,2023-11-09,677169.11,Net Banking,SUCCESS,TXN4509191878
578003,78003,2424,2023-11-10,68202.03,UPI,SUCCESS,TXN1818606361
514114,14114,292,2023-11-09,160697.92,UPI,SUCCESS,TXN3842343629
534923,34923,3180,2023-11-09,202103.85,Net Banking,SUCCESS,TXN8600973086
521317,21317,231,2023-11-09,35865.86,Debit Card,SUCCESS,TXN4888219993
547284,47284,3512,2023-11-09,10745.74,Debit Card,SUCCESS,TXN3202096310
565907,65907,3607,2023-11-09,76644.95,NEFT/RTGS,SUCCESS,TXN3557478701
574597,74597,714,2023-11-09,1622623.01,NEFT/RTGS,SUCCESS,TXN9086299302
518398,18398,2707,2023-11-10,380112.5,Debit Card,SUCCESS,TXN3636389296
519626,19626,770,2023-11-10,818965.45,UPI,SUCCESS,TXN7867910886
593899,93899,1193,2023-11-10,1825397.91,Wallet,SUCCESS,TXN1136373991
561936,61936,2909,2023-11-10,75273.48,UPI,SUCCESS,TXN6174474987
598474,98474,3550,2023-11-10,152388.52,Wallet,SUCCESS,TXN8367937911
514440,14440,2073,2023-11-10,551612.16,Wallet,SUCCESS,TXN2581608691
512602,12602,2601,2023-11-09,79739.64,NEFT/RTGS,SUCCESS,TXN2229487423
502296,2296,3352,2023-11-09,108381.37,NEFT/RTGS,FAILED,TXN8097805286
515976,15976,908,2023-11-10,770563.25,Wallet,SUCCESS,TXN5704330488
567573,67573,1480,2023-11-09,183767.12,Wallet,SUCCESS,TXN2308412143
589326,89326,1388,2023-11-10,500958.52,UPI,SUCCESS,TXN3067317462
551270,51270,1900,2023-11-10,825791.3,UPI,SUCCESS,TXN9410352443
530517,30517,2175,2023-11-09,33882.71,Wallet,SUCCESS,TXN9055795635
529393,29393,3894,2023-11-09,606577.11,Debit Card,SUCCESS,TXN7741226533
535662,35662,4721,2023-11-09,554169.12,NEFT/RTGS,SUCCESS,TXN7102718666
531628,31628,3207,2023-11-10,1107462.16,Net Banking,SUCCESS,TXN4800520479
559867,59867,1413,2023-11-09,373675.02,UPI,SUCCESS,TXN9818933986
554318,54318,1441,2023-11-10,823297.68,NEFT/RTGS,SUCCESS,TXN3904988323
535354,35354,2472,2023-11-09,165539.77,Net Banking,FAILED,TXN8390750770
590380,90380,1616,2023-11-10,168739.95,Wallet,SUCCESS,TXN9565221341
587559,87559,2506,2023-11-10,319380.84,Net Banking,SUCCESS,TXN8763651709
586717,86717,4311,2023-11-10,388340.48,Wallet,SUCCESS,TXN7941312168
583047,83047,3435,2023-11-09,548936.87,UPI,SUCCESS,TXN8907331606
542695,42695,607,2023-11-09,455272.08,Wallet,SUCCESS,TXN2023207231
588516,88516,2875,2023-11-09,663794.82,Wallet,SUCCESS,TXN4219544532
542862,42862,3055,2023-11-09,467640.69,Debit Card,SUCCESS,TXN8059670793
542379,42379,3321,2023-11-09,872663.51,Wallet,SUCCESS,TXN8608550187
575749,75749,1815,2023-11-10,803554.16,Wallet,SUCCESS,TXN4376910103
564458,64458,2989,2023-11-10,861632.89,Wallet,SUCCESS,TXN8713641623
559571,59571,2609,2023-11-10,1413715.88,Debit Card,SUCCESS,TXN6793661854
599292,99292,4288,2023-11-09,154195.52,Debit Card,SUCCESS,TXN3242409938
523133,23133,4321,2023-11-10,671758.07,NEFT/RTGS,SUCCESS,TXN5802518690
552898,52898,4464,2023-11-11,223229.79,NEFT/RTGS,SUCCESS,TXN2332112867
519616,19616,2760,2023-11-11,372940.87,Wallet,SUCCESS,TXN6306119171
567774,67774,2500,2023-11-11,345104.89,NEFT/RTGS,SUCCESS,TXN3442702400
510726,10726,1107,2023-11-11,141065.48,NEFT/RTGS,SUCCESS,TXN8625994981
511020,11020,3053,2023-11-10,30259.17,NEFT/RTGS,SUCCESS,TXN6006249747
529589,29589,4465,2023-11-10,509963.03,Net Banking,SUCCESS,TXN4480280923
511296,11296,2641,2023-11-11,1261763.36,UPI,FAILED,TXN5015444770
590905,90905,2131,2023-11-10,829944.4,Debit Card,SUCCESS,TXN5971040230
562255,62255,4288,2023-11-10,1233473.08,Wallet,SUCCESS,TXN3898860652
544304,44304,2609,2023-11-11,6593.54,NEFT/RTGS,SUCCESS,TXN5636713972
530156,30156,2178,2023-11-11,403247.3,UPI,SUCCESS,TXN8623184354
560546,60546,2417,2023-11-11,115891.13,UPI,SUCCESS,TXN3980118535
564081,64081,3304,2023-11-11,43654.34,UPI,SUCCESS,TXN6562043176
564137,64137,456,2023-11-10,549692.21,Debit Card,SUCCESS,TXN8000076227
566597,66597,1594,2023-11-10,9784.53,Wallet,SUCCESS,TXN7901127687
534453,34453,1542,2023-11-10,1121904.62,Wallet,SUCCESS,TXN6591265195
552950,52950,2807,2023-11-11,1388827.06,Debit Card,SUCCESS,TXN4307752336
569336,69336,2919,2023-11-11,196248.13,Debit Card,SUCCESS,TXN6437894583
531720,31720,3521,2023-11-10,747685.56,Net Banking,SUCCESS,TXN5501205187
539462,39462,4185,2023-11-11,49834.3,UPI,REFUNDED,TXN3366285019
593585,93585,977,2023-11-10,980939.08,Net Banking,SUCCESS,TXN5542107548
559119,59119,3055,2023-11-10,1148886.81,NEFT/RTGS,SUCCESS,TXN9779885533
511544,11544,3086,2023-11-10,382880.17,Wallet,SUCCESS,TXN1951427545
590732,90732,3550,2023-11-11,989928.29,UPI,SUCCESS,TXN8479274936
553437,53437,3909,2023-11-11,416638.69,NEFT/RTGS,SUCCESS,TXN5140635925
536788,36788,3254,2023-11-10,554017.82,Net Banking,SUCCESS,TXN9995515983
591478,91478,2030,2023-11-10,9367.28,UPI,SUCCESS,TXN3269313087
502714,2714,2682,2023-11-10,542713.09,Debit Card,SUCCESS,TXN4092842694
556913,56913,1939,2023-11-10,1442048.83,Net Banking,SUCCESS,TXN5090546921
522838,22838,2417,2023-11-11,241969.44,Wallet,SUCCESS,TXN8039622408
559444,59444,2866,2023-11-10,386381.18,Net Banking,REFUNDED,TXN4097602601
571633,71633,2670,2023-11-10,1243879.66,Debit Card,SUCCESS,TXN8451568180
527510,27510,2444,2023-11-10,540255.1,Net Banking,SUCCESS,TXN8161839768
583066,83066,2337,2023-11-11,243774.47,Net Banking,SUCCESS,TXN7735638028
510555,10555,4276,2023-11-10,98403.73,Net Banking,SUCCESS,TXN3423072976
525921,25921,251,2023-11-11,691998.05,Wallet,SUCCESS,TXN4319386914
575541,75541,3550,2023-11-11,252956.5,Wallet,SUCCESS,TXN9174049169
538606,38606,1381,2023-11-10,824929.87,UPI,SUCCESS,TXN2103890511
536938,36938,3684,2023-11-11,1345260.36,Wallet,SUCCESS,TXN6365347355
567310,67310,3550,2023-11-10,41445.93,Wallet,FAILED,TXN4175959983
597588,97588,1733,2023-11-10,999073.78,UPI,SUCCESS,TXN8217643378
594382,94382,1328,2023-11-10,244667.65,NEFT/RTGS,SUCCESS,TXN2499047928
540750,40750,850,2023-11-10,111332.85,NEFT/RTGS,SUCCESS,TXN7944756158
593962,93962,4104,2023-11-10,712925.9,NEFT/RTGS,SUCCESS,TXN7480871295
506188,6188,4464,2023-11-10,849432.84,Wallet,SUCCESS,TXN3711437451
535794,35794,1328,2023-11-10,705315.51,Net Banking,SUCCESS,TXN9406334279
557413,57413,1079,2023-11-11,623057.76,Debit Card,SUCCESS,TXN5752176628
510178,10178,4315,2023-11-10,23446.36,UPI,SUCCESS,TXN1742090813
548702,48702,251,2023-11-11,141169.21,Net Banking,SUCCESS,TXN7888814433
530868,30868,2225,2023-11-10,1222244.84,Wallet,SUCCESS,TXN6586154783
513942,13942,1786,2023-11-10,224085.12,NEFT/RTGS,SUCCESS,TXN6073617929
500936,936,32,2023-11-10,370360.97,Wallet,SUCCESS,TXN9073860500
578999,78999,1149,2023-11-10,143469.79,Net Banking,SUCCESS,TXN2193697657
520125,20125,195,2023-11-10,147561.89,UPI,SUCCESS,TXN9230430436
533292,33292,1821,2023-11-10,247300.23,UPI,SUCCESS,TXN6977310128
517818,17818,227,2023-11-10,954662.69,Debit Card,SUCCESS,TXN5352323866
557733,57733,1125,2023-11-10,73223.05,Debit Card,SUCCESS,TXN1449442109
556348,56348,4538,2023-11-11,289825.28,Wallet,SUCCESS,TXN9898810701
513121,13121,872,2023-11-10,488914.38,NEFT/RTGS,SUCCESS,TXN9903655972
509828,9828,4038,2023-11-10,114066.67,Debit Card,SUCCESS,TXN1542316865
550212,50212,2567,2023-11-11,1531987.54,Debit Card,SUCCESS,TXN8353169981
555838,55838,1328,2023-11-10,16820.04,Debit Card,SUCCESS,TXN9028482884
551359,51359,2472,2023-11-10,250914.96,Net Banking,SUCCESS,TXN6043729944
593235,93235,2167,2023-11-10,385286.23,UPI,SUCCESS,TXN1324932311
544553,44553,1815,2023-11-10,265094.81,Wallet,SUCCESS,TXN9850602575
573545,73545,4156,2023-11-11,105178.25,Net Banking,SUCCESS,TXN6483553563
536997,36997,230,2023-11-10,88270.63,NEFT/RTGS,SUCCESS,TXN5984203431
556303,56303,3512,2023-11-10,176077.08,UPI,SUCCESS,TXN6681193881
567844,67844,4360,2023-11-10,517577.76,UPI,SUCCESS,TXN8705361076
515692,15692,200,2023-11-10,270417.93,Wallet,SUCCESS,TXN9916441083
580137,80137,2910,2023-11-10,1569493.37,Net Banking,SUCCESS,TXN8012805794
556256,56256,1307,2023-11-11,1142617.94,UPI,SUCCESS,TXN9236216615
526104,26104,2464,2023-11-11,752636.06,Wallet,SUCCESS,TXN8755402966
567369,67369,3253,2023-11-11,604908.83,UPI,SUCCESS,TXN7711366490
545665,45665,1205,2023-11-11,654247.77,Net Banking,SUCCESS,TXN7571691408
586120,86120,1919,2023-11-11,449274.06,Wallet,SUCCESS,TXN1861371285
549400,49400,4400,2023-11-10,451604.73,Debit Card,SUCCESS,TXN8287279174
543346,43346,1314,2023-11-11,69549.94,UPI,SUCCESS,TXN3134769618
513348,13348,3550,2023-11-11,1231753.15,NEFT/RTGS,SUCCESS,TXN6759239996
510353,10353,1679,2023-11-11,583919.57,UPI,SUCCESS,TXN5594938190
524641,24641,2658,2023-11-11,551775.12,Net Banking,SUCCESS,TXN8471153855
570750,70750,1903,2023-11-11,740754.44,NEFT/RTGS,FAILED,TXN8741285935
574260,74260,3644,2023-11-10,256633.93,Net Banking,SUCCESS,TXN7459724694
558400,58400,2813,2023-11-11,536552.8,Debit Card,SUCCESS,TXN8367829912
564623,64623,895,2023-11-11,474313.1,NEFT/RTGS,SUCCESS,TXN5928148693
506058,6058,1540,2023-11-11,127246.85,Wallet,SUCCESS,TXN8873928632
524026,24026,4725,2023-11-10,1649772.64,Net Banking,SUCCESS,TXN4399724574
525292,25292,2211,2023-11-11,294232.62,NEFT/RTGS,SUCCESS,TXN3445449840
585409,85409,1389,2023-11-11,457770.21,Wallet,SUCCESS,TXN9996760905
567741,67741,785,2023-11-11,288462.56,Net Banking,SUCCESS,TXN5487633930
507145,7145,2919,2023-11-11,6602.32,Debit Card,SUCCESS,TXN4651883362
550982,50982,4230,2023-11-11,32524.02,NEFT/RTGS,SUCCESS,TXN8513293737
585813,85813,1328,2023-11-10,831363.11,Wallet,SUCCESS,TXN9332310791
590828,90828,1670,2023-11-11,1834574.52,Wallet,SUCCESS,TXN3517983680
505768,5768,2919,2023-11-10,7826.25,NEFT/RTGS,SUCCESS,TXN2859690159
554422,54422,2989,2023-11-10,338058.19,Wallet,SUCCESS,TXN1851455267
538116,38116,4601,2023-11-10,868570.72,Debit Card,SUCCESS,TXN9241679798
589190,89190,1170,2023-11-11,76262.57,Wallet,SUCCESS,TXN4693934151
560269,60269,1739,2023-11-11,399324.67,NEFT/RTGS,SUCCESS,TXN6802375593
513044,13044,1389,2023-11-11,217908.7,UPI,SUCCESS,TXN1842096246
551230,51230,3840,2023-11-11,575490.48,Wallet,SUCCESS,TXN7909859561
544860,44860,3550,2023-11-10,788531.28,NEFT/RTGS,SUCCESS,TXN7662873137
503021,3021,3479,2023-11-10,1226554.16,Wallet,SUCCESS,TXN7240971467
516714,16714,2031,2023-11-10,54133.36,Debit Card,SUCCESS,TXN5636254982
565513,65513,1821,2023-11-11,384915.95,Wallet,SUCCESS,TXN1640787890
554253,54253,246,2023-11-10,65509.29,Net Banking,SUCCESS,TXN3318052659
584983,84983,2609,2023-11-11,625714.51,Wallet,SUCCESS,TXN5081393896
576703,76703,4915,2023-11-10,14007.54,Net Banking,SUCCESS,TXN3746703679
523369,23369,1941,2023-11-11,342998.28,NEFT/RTGS,SUCCESS,TXN1496992977
510899,10899,3207,2023-11-11,97242.09,NEFT/RTGS,SUCCESS,TXN4745353628
572172,72172,607,2023-11-11,150542.02,Wallet,SUCCESS,TXN5857815971
565037,65037,1815,2023-11-11,1358311.18,NEFT/RTGS,SUCCESS,TXN1821015498
505577,5577,1939,2023-11-11,1082148.05,Wallet,SUCCESS,TXN6795860819
588337,88337,3153,2023-11-10,798410.19,Wallet,SUCCESS,TXN2638838799
508708,8708,2167,2023-11-11,236868.36,NEFT/RTGS,SUCCESS,TXN9097379255
528276,28276,2528,2023-11-10,209395.59,Net Banking,SUCCESS,TXN4657572397
554709,54709,1939,2023-11-11,1712138.83,Debit Card,SUCCESS,TXN8799268331
508776,8776,1939,2023-11-11,15641.9,UPI,SUCCESS,TXN8052922203
571331,71331,1815,2023-11-11,122972.63,NEFT/RTGS,SUCCESS,TXN2577265967
512308,12308,1784,2023-11-11,1053768.95,NEFT/RTGS,SUCCESS,TXN3748733302
560353,60353,3550,2023-11-11,310270.42,UPI,SUCCESS,TXN4179968127
585421,85421,2397,2023-11-11,1591779.25,Wallet,SUCCESS,TXN1216581140
569736,69736,4569,2023-11-10,143823.5,Wallet,SUCCESS,TXN9725668784
585823,85823,423,2023-11-10,26535.19,Wallet,SUCCESS,TXN8262556961
575374,75374,1437,2023-11-11,407164.37,UPI,SUCCESS,TXN6686207871
580909,80909,3175,2023-11-10,408282.57,Wallet,SUCCESS,TXN6111596435
570532,70532,1484,2023-11-10,90151.53,NEFT/RTGS,SUCCESS,TXN5435320862
583068,83068,1328,2023-11-10,425258.85,Debit Card,SUCCESS,TXN9804737412
509183,9183,3550,2023-11-10,978915.78,NEFT/RTGS,SUCCESS,TXN3308627915
534484,34484,2459,2023-11-11,157068.02,Wallet,SUCCESS,TXN3800044838
523430,23430,3794,2023-11-10,530076.16,Wallet,SUCCESS,TXN6591472660
510062,10062,525,2023-11-14,634483.75,Debit Card,SUCCESS,TXN7831893200
569691,69691,3426,2023-11-13,408404.31,Net Banking,SUCCESS,TXN1560374060
533406,33406,2609,2023-11-13,518345.57,Net Banking,SUCCESS,TXN7318614524
532816,32816,3992,2023-11-13,1030053.86,UPI,SUCCESS,TXN1090433973
553515,53515,377,2023-11-14,915206.65,NEFT/RTGS,REFUNDED,TXN2525525117
546596,46596,3153,2023-11-14,620112.95,Wallet,SUCCESS,TXN5424865469
535471,35471,3550,2023-11-13,76147.73,NEFT/RTGS,SUCCESS,TXN4256189331
536822,36822,73,2023-11-14,100814.2,UPI,SUCCESS,TXN1282500155
502260,2260,2639,2023-11-13,673114.94,NEFT/RTGS,SUCCESS,TXN6833534248
534513,34513,4889,2023-11-13,998211.69,UPI,SUCCESS,TXN1743031440
583050,83050,4056,2023-11-13,362163.98,Debit Card,SUCCESS,TXN8826676389
506041,6041,197,2023-11-14,178075.2,Net Banking,SUCCESS,TXN8133549722
577807,77807,4828,2023-11-14,387634.84,Net Banking,FAILED,TXN4555344442
507320,7320,749,2023-11-13,1061338.1,Net Banking,SUCCESS,TXN1427280041
506632,6632,4873,2023-11-13,427732.08,Wallet,SUCCESS,TXN6681422062
582147,82147,2096,2023-11-13,1845814.55,Net Banking,SUCCESS,TXN9850552067
519130,19130,4763,2023-11-14,1195587.49,Net Banking,SUCCESS,TXN4608788017
500465,465,1939,2023-11-13,512517.47,Wallet,SUCCESS,TXN7311897237
588820,88820,3521,2023-11-14,43984.13,UPI,SUCCESS,TXN8375884862
543979,43979,3778,2023-11-13,340613.89,NEFT/RTGS,SUCCESS,TXN8535117390
572575,72575,3947,2023-11-13,270492.68,Wallet,SUCCESS,TXN9129645487
525134,25134,625,2023-11-14,1036376.72,UPI,SUCCESS,TXN1531206268
544091,44091,3594,2023-11-13,111208.28,UPI,SUCCESS,TXN8743328917
584599,84599,2552,2023-11-14,206663.58,Wallet,SUCCESS,TXN8426313617
585268,85268,1854,2023-11-13,472557.93,Wallet,SUCCESS,TXN5690966052
503580,3580,2687,2023-11-14,17348.58,NEFT/RTGS,SUCCESS,TXN6168005565
534066,34066,3316,2023-11-13,650933.58,NEFT/RTGS,SUCCESS,TXN8253899793
574426,74426,4104,2023-11-13,976887.77,Wallet,SUCCESS,TXN1241414566
580110,80110,1642,2023-11-13,562442.77,Wallet,REFUNDED,TXN5294277986
581920,81920,2802,2023-11-14,190617.11,NEFT/RTGS,SUCCESS,TXN9983354254
579360,79360,3014,2023-11-13,514385.68,Net Banking,SUCCESS,TXN8500146697
541556,41556,3491,2023-11-13,305438.07,UPI,SUCCESS,TXN8544460338
549316,49316,1837,2023-11-13,144179.92,NEFT/RTGS,SUCCESS,TXN3523398482
554653,54653,4571,2023-11-14,553245.63,UPI,SUCCESS,TXN2163564450
598957,98957,3983,2023-11-14,597158.08,Wallet,SUCCESS,TXN4688109427
594274,94274,3550,2023-11-14,46316.96,Net Banking,SUCCESS,TXN5021486934
523676,23676,533,2023-11-13,42932.64,Debit Card,SUCCESS,TXN7027115316
560555,60555,1387,2023-11-13,1211902.93,Debit Card,SUCCESS,TXN2380012209
594156,94156,4690,2023-11-13,207122.27,Wallet,SUCCESS,TXN3836033295
580215,80215,4901,2023-11-14,103712.57,Debit Card,SUCCESS,TXN2438408372
501505,1505,1996,2023-11-13,39450.43,Debit Card,SUCCESS,TXN3109374359
574755,74755,3550,2023-11-14,218786.17,Wallet,REFUNDED,TXN7873269850
503715,3715,4877,2023-11-13,122654.35,NEFT/RTGS,SUCCESS,TXN8687127405
523435,23435,4286,2023-11-13,647323.58,UPI,SUCCESS,TXN5339775976
518155,18155,3782,2023-11-13,131669.6,UPI,SUCCESS,TXN7139559941
545249,45249,2919,2023-11-13,582531.77,Wallet,SUCCESS,TXN7963009998
587110,87110,4925,2023-11-14,426551.47,NEFT/RTGS,SUCCESS,TXN9822375748
525411,25411,4486,2023-11-14,133111.92,Net Banking,SUCCESS,TXN3974285928
583231,83231,2827,2023-11-13,408609.68,Debit Card,SUCCESS,TXN3605432046
526211,26211,1821,2023-11-13,297342.71,NEFT/RTGS,SUCCESS,TXN6875140770
572827,72827,783,2023-11-13,34676.48,Wallet,SUCCESS,TXN4232630603
582054,82054,850,2023-11-13,382614.49,NEFT/RTGS,SUCCESS,TXN2146917156
556260,56260,1834,2023-11-14,287562.36,NEFT/RTGS,SUCCESS,TXN6383773747
544616,44616,1390,2023-11-13,1824489.2,Wallet,SUCCESS,TXN8003366687
500897,897,3352,2023-11-14,41071.19,UPI,SUCCESS,TXN7203839945
523105,23105,3225,2023-11-13,158442.99,Net Banking,SUCCESS,TXN6957037907
501045,1045,1014,2023-11-14,183661.02,Wallet,SUCCESS,TXN6233643641
502119,2119,3097,2023-11-14,1015958.47,UPI,SUCCESS,TXN5020783062
528264,28264,4832,2023-11-14,233334.19,Net Banking,SUCCESS,TXN1800634843
571389,71389,488,2023-11-13,1224257.21,Wallet,REFUNDED,TXN5404431394
501281,1281,88,2023-11-14,61616.64,NEFT/RTGS,SUCCESS,TXN3101213901
594049,94049,1328,2023-11-14,1054236.76,Debit Card,SUCCESS,TXN3437668121
590296,90296,4062,2023-11-13,245332.27,Net Banking,SUCCESS,TXN4931321590
501115,1115,1919,2023-11-13,1055140.07,Debit Card,SUCCESS,TXN7899811481
544857,44857,1761,2023-11-13,309169.8,NEFT/RTGS,SUCCESS,TXN5021383016
525650,25650,4315,2023-11-13,947437.95,NEFT/RTGS,SUCCESS,TXN5471487184
582163,82163,1099,2023-11-13,803365.64,Wallet,SUCCESS,TXN1884063976
550963,50963,1578,2023-11-13,79230.29,Debit Card,SUCCESS,TXN1077172746
560741,60741,1815,2023-11-13,43108.98,Wallet,SUCCESS,TXN5797201387
531140,31140,3207,2023-11-13,833491.74,NEFT/RTGS,SUCCESS,TXN4964702504
574650,74650,4893,2023-11-14,183243.44,NEFT/RTGS,SUCCESS,TXN5255854406
576743,76743,1328,2023-11-13,428002.09,UPI,SUCCESS,TXN2848991329
561787,61787,648,2023-11-14,49869.14,Wallet,SUCCESS,TXN5621679692
511977,11977,1148,2023-11-14,1315694.63,Net Banking,SUCCESS,TXN9464024533
521277,21277,3491,2023-11-14,111211.56,NEFT/RTGS,SUCCESS,TXN6714109096
518435,18435,2702,2023-11-13,425936.99,NEFT/RTGS,SUCCESS,TXN3501261605
546118,46118,3548,2023-11-13,165274.29,Net Banking,SUCCESS,TXN6275734665
540400,40400,4342,2023-11-14,986269.94,NEFT/RTGS,SUCCESS,TXN6600391246
593073,93073,3423,2023-11-14,1010047.22,Debit Card,FAILED,TXN6245692970
567888,67888,4901,2023-11-13,793259.59,Net Banking,SUCCESS,TXN8130185398
536177,36177,1244,2023-11-14,843463.96,UPI,SUCCESS,TXN2149205876
574123,74123,3675,2023-11-13,309473.98,NEFT/RTGS,SUCCESS,TXN4493509986
553499,53499,2700,2023-11-14,1274729.09,NEFT/RTGS,SUCCESS,TXN5008652032
538255,38255,4901,2023-11-13,450316.25,Debit Card,SUCCESS,TXN4513187678
507044,7044,1756,2023-11-13,235136.88,Net Banking,SUCCESS,TXN5118870060
517014,17014,783,2023-11-13,386759.82,Debit Card,SUCCESS,TXN4599371436
527976,27976,1763,2023-11-13,620406.01,Wallet,SUCCESS,TXN8253963488
502223,2223,4616,2023-11-13,344198.65,Debit Card,SUCCESS,TXN8326681642
523177,23177,2400,2023-11-13,343937.55,Net Banking,SUCCESS,TXN1952269313
544872,44872,472,2023-11-13,573660.95,Net Banking,SUCCESS,TXN9950112646
547655,47655,2919,2023-11-14,104008.86,Wallet,SUCCESS,TXN3271279720
536136,36136,2007,2023-11-13,10129.51,Debit Card,SUCCESS,TXN4526521382
534303,34303,227,2023-11-13,1719350.89,Wallet,SUCCESS,TXN3519229363
546807,46807,4095,2023-11-14,434106.23,Wallet,SUCCESS,TXN6997826366
541145,41145,2641,2023-11-14,68679.42,Wallet,SUCCESS,TXN6576795496
552735,52735,4607,2023-11-13,466342.02,NEFT/RTGS,SUCCESS,TXN3978220490
523807,23807,3013,2023-11-14,358007.78,UPI,SUCCESS,TXN9661106366
590259,90259,3476,2023-11-15,258040.28,Net Banking,SUCCESS,TXN7135822383
558116,58116,3521,2023-11-15,206303.8,Net Banking,SUCCESS,TXN5381367562
581036,81036,3831,2023-11-14,650639.15,Wallet,SUCCESS,TXN4348347799
523605,23605,4681,2023-11-14,188745.99,UPI,SUCCESS,TXN3372006254
533720,33720,4573,2023-11-14,274848.9,Net Banking,SUCCESS,TXN3601364632
585846,85846,4421,2023-11-15,1288242.41,Wallet,REFUNDED,TXN4150811228
504175,4175,4901,2023-11-15,285114.31,Net Banking,SUCCESS,TXN5383257482
578508,78508,1996,2023-11-15,167162.54,UPI,SUCCESS,TXN1059917830
546088,46088,1512,2023-11-15,130217.67,Net Banking,SUCCESS,TXN9905494887
562322,62322,2001,2023-11-15,273113.63,UPI,SUCCESS,TXN6223504740
532184,32184,3385,2023-11-15,1049521.69,Debit Card,SUCCESS,TXN4006811820
583916,83916,3975,2023-11-14,70840.77,Wallet,SUCCESS,TXN7301539158
503438,3438,3968,2023-11-14,439669.85,Net Banking,SUCCESS,TXN2284920761
597019,97019,1309,2023-11-15,345960.19,Net Banking,SUCCESS,TXN2313543235
506476,6476,779,2023-11-15,462700.37,NEFT/RTGS,SUCCESS,TXN1573688906
530039,30039,1137,2023-11-15,104238.23,NEFT/RTGS,REFUNDED,TXN8640807532
519109,19109,3877,2023-11-15,69376.79,UPI,SUCCESS,TXN8537239162
584141,84141,4249,2023-11-15,256485.41,Debit Card,SUCCESS,TXN5461097879
550288,50288,2000,2023-11-15,1697802.81,Debit Card,SUCCESS,TXN8049695974
556306,56306,4558,2023-11-14,546020.58,Net Banking,SUCCESS,TXN3024256800
562577,62577,1996,2023-11-14,1811570.94,Debit Card,SUCCESS,TXN1665773139
558724,58724,1314,2023-11-14,64637.17,Net Banking,FAILED,TXN4378743677
579701,79701,3879,2023-11-14,1363689.55,Net Banking,SUCCESS,TXN3926718123
526672,26672,4986,2023-11-14,1705181.4,Debit Card,SUCCESS,TXN6714191448
505928,5928,31,2023-11-14,589382.32,UPI,SUCCESS,TXN4026153966
568738,68738,4518,2023-11-15,276797.3,Net Banking,SUCCESS,TXN7595755391
550590,50590,292,2023-11-15,776759.37,UPI,SUCCESS,TXN5121020253
596163,96163,656,2023-11-14,40542.8,UPI,SUCCESS,TXN6429672914
556120,56120,929,2023-11-14,747565.84,UPI,SUCCESS,TXN7936590850
562701,62701,1105,2023-11-14,158279.42,Wallet,SUCCESS,TXN7339418968
507358,7358,227,2023-11-14,50938.93,NEFT/RTGS,SUCCESS,TXN2014282783
569973,69973,3550,2023-11-14,251392.9,NEFT/RTGS,SUCCESS,TXN4680395029
572292,72292,2196,2023-11-14,159348.83,UPI,SUCCESS,TXN8581435863
563640,63640,2663,2023-11-15,590149.41,Wallet,SUCCESS,TXN7118973290
527876,27876,4785,2023-11-14,1013247.05,Debit Card,SUCCESS,TXN4057330884
585892,85892,3173,2023-11-15,226176.97,Wallet,SUCCESS,TXN4249419655
518993,18993,1383,2023-11-14,31252.93,UPI,SUCCESS,TXN1337181122
565173,65173,161,2023-11-15,435568.21,UPI,SUCCESS,TXN2243433706
552415,52415,1821,2023-11-15,68044.59,Debit Card,SUCCESS,TXN7734855250
531262,31262,2580,2023-11-15,449975.77,Net Banking,SUCCESS,TXN7937271405
549611,49611,1667,2023-11-15,118799.02,Debit Card,SUCCESS,TXN1197445434
570973,70973,2609,2023-11-14,706605.65,Net Banking,SUCCESS,TXN3693935776
571071,71071,1857,2023-11-14,16264.39,Net Banking,SUCCESS,TXN2207045124
554677,54677,4901,2023-11-15,684961.06,Wallet,SUCCESS,TXN4663644565
570405,70405,3055,2023-11-15,15165.45,Wallet,SUCCESS,TXN9959915105
582627,82627,1886,2023-11-15,366794.01,NEFT/RTGS,SUCCESS,TXN7317915449
584333,84333,2075,2023-11-15,902228.26,Net Banking,SUCCESS,TXN2408103728
528686,28686,4935,2023-11-15,1896066.63,UPI,SUCCESS,TXN9038309591
