stock_id,symbol,company_name,sector,exchange,isin_code,listing_date,face_value,base_price,market_cap_cr,beta,is_fno_enabled
249,NATME249,National Metals,Realty,NSE,INE645355A13,2021-09-01,5,3357.91,106932.24,0.79,0
250,PIOTE250,Pioneer Textiles,Banking,BSE,INE913145A36,2019-10-15,2,2383.81,286332.13,1.65,0
251,NATIN251,National Industries,Banking,NSE,INE989291A30,2015-07-08,5,3756.24,49747.61,1.19,0
252,KRIEN252,Krishna Energy,FMCG,NSE,INE175930A21,2015-10-08,2,2465.38,188176.87,0.44,0
253,UNIEN253,United Energy,Energy,NSE,INE447565A92,2014-12-15,5,2414.29,305222.23,1.97,0
254,TRUFI254,Trust Finance,Pharma,NSE,INE597148A21,2018-01-27,5,81.7,126018.37,1.38,0
255,APETE255,Apex Technologies,Infra,NSE,INE386143A53,2014-01-03,1,1832.72,432554.87,0.96,1
256,NOVCH256,Nova Chemicals,Energy,NSE,INE589826A84,2017-06-15,5,190.95,488028.32,1.67,0
257,ALPEN257,Alpha Energy,Telecom,NSE,INE141095A10,2021-09-12,1,3597.1,38047.44,1.29,0
258,ALPFO258,Alpha Foods,Infra,NSE,INE748481A19,2021-06-25,2,61.67,103025.75,0.46,1
259,ROYBA259,Royal Bank,Banking,NSE,INE714818A40,2018-01-16,5,1241.87,236558.5,1.57,1
260,BHAIN260,Bharat Industries,Telecom,NSE,INE449305A23,2019-04-03,5,3980.37,19066.92,2.15,0
261,ALPTE261,Alpha Textiles,Banking,NSE,INE796523A26,2021-12-06,1,3184.36,46554.42,0.8,0
262,SHRPH262,Shree Pharma,IT,BSE,INE107351A62,2022-07-16,10,3035.52,450330.0,1.95,1
263,NATPH263,National Pharma,Energy,BSE,INE236443A25,2016-10-27,5,2857.27,22860.37,1.52,1
264,NATFI264,National Finance,Energy,NSE,INE296493A66,2015-06-17,2,223.94,123817.38,0.54,0
265,ROYMO265,Royal Motors,Realty,BSE,INE776836A91,2020-10-20,2,1167.03,211873.99,1.71,1
266,TRUST266,Trust Steel,Banking,BSE,INE983889A30,2020-07-19,1,3197.84,10327.56,1.19,1
267,STAEN267,Star Energy,IT,BSE,INE293806A28,2017-08-29,2,3584.3,405315.84,1.83,0
268,ROYBA268,Royal Bank,Metals,NSE,INE268445A11,2021-10-19,5,1413.22,415020.88,1.54,1
269,PIORE269,Pioneer Realty,Energy,NSE,INE628867A11,2014-08-19,10,1052.48,197395.65,0.41,1
270,PRIBA270,Prime Bank,FMCG,BSE,INE134650A45,2017-02-10,5,958.86,100971.8,0.63,0
271,STAFI271,Star Finance,IT,NSE,INE829182A53,2019-05-23,2,2201.29,446189.78,1.03,0
272,TRUIN272,Trust Infra Ltd,Pharma,BSE,INE457835A26,2017-03-19,10,1180.12,339310.19,1.27,0
273,ALPFO273,Alpha Foods,FMCG,BSE,INE712159A38,2021-05-17,5,104.92,261978.5,2.08,1
274,NATTE274,National Technologies,Auto,NSE,INE996810A22,2019-11-06,5,1575.18,196259.66,1.88,0
275,BHAMO275,Bharat Motors,Telecom,NSE,INE806944A70,2017-09-08,5,2223.86,269684.5,1.84,0
276,PIOTE276,Pioneer Telecom,Auto,NSE,INE429218A44,2013-05-21,2,2544.29,124830.82,1.37,0
277,TRUME277,Trust Metals,Auto,BSE,INE965696A75,2014-07-28,1,1384.96,224855.08,0.57,1
278,PIOST278,Pioneer Steel,Infra,BSE,INE138791A58,2016-08-26,5,1269.29,342980.27,1.74,1
279,METTE279,Metro Textiles,Banking,BSE,INE766077A43,2019-08-27,10,1149.83,205738.3,0.56,0
280,OMBA280,Om Bank,Banking,NSE,INE721529A65,2013-09-29,10,2500.84,342508.79,0.56,1
281,NATRE281,National Realty,Infra,BSE,INE395251A10,2021-09-19,10,1148.83,369388.91,0.86,0
282,KRIFO282,Krishna Foods,Infra,NSE,INE131664A71,2019-12-31,2,3669.07,376880.59,2.06,0
283,DELRE283,Delta Realty,Auto,NSE,INE797791A43,2018-09-16,10,1141.12,284632.05,1.75,0
284,SUNME284,Sun Metals,Pharma,NSE,INE528335A55,2017-06-27,1,3167.93,92275.55,0.54,0
285,TRUFO285,Trust Foods,IT,NSE,INE894744A56,2016-04-07,2,1292.53,350309.79,2.05,0
286,ROYBA286,Royal Bank,IT,NSE,INE613745A59,2018-11-14,5,2546.27,409658.6,1.81,1
287,PIOTE287,Pioneer Technologies,Telecom,NSE,INE217133A72,2013-07-31,2,2802.08,47234.99,1.49,0
288,NOVRE288,Nova Realty,Metals,NSE,INE917197A19,2018-11-15,1,714.01,447993.39,0.63,0
289,ROYMO289,Royal Motors,Telecom,NSE,INE164112A53,2016-09-17,1,1532.26,470656.22,0.98,1
290,SUNTE290,Sun Telecom,Energy,NSE,INE788327A17,2022-07-11,10,527.78,334151.15,0.94,0
291,NATCH291,National Chemicals,Realty,BSE,INE769138A30,2021-06-07,2,2052.41,55621.34,1.55,0
292,PRIFO292,Prime Foods,Telecom,NSE,INE265140A26,2020-10-22,1,3639.49,326880.03,1.46,1
293,PRITE293,Prime Textiles,FMCG,NSE,INE573523A63,2022-12-28,5,2393.02,178098.6,0.9,0
294,STATE294,Star Telecom,Energy,NSE,INE515557A63,2014-04-25,2,2812.61,151892.42,0.96,0
295,PIOFI295,Pioneer Finance,Pharma,NSE,INE824577A83,2016-10-04,2,1146.55,18478.33,1.33,1
296,SHRFI296,Shree Finance,Energy,NSE,INE756260A56,2014-07-06,10,1883.54,362444.56,1.92,1
297,UNIFO297,United Foods,Pharma,NSE,INE296939A76,2019-09-05,5,2968.3,283383.3,0.63,1
298,KRITE298,Krishna Technologies,Pharma,BSE,INE705778A89,2021-12-14,1,542.58,225451.47,1.71,0
299,GLOBA299,Global Bank,FMCG,NSE,INE741104A21,2019-09-22,10,504.4,194405.34,2.19,0
300,GLOST300,Global Steel,Infra,NSE,INE612722A74,2022-10-27,1,913.25,205984.93,1.75,0
